Name,Barcode,Reference,Salesprice,Stock
Mitre saw Wilpu 106 wood (550x45),4019379381555,102226B,12.815,0
Mitre saw Wilpu 106 wood (567x40),,100233B,0,0
Jigsaw blade Wilpu Assortment 2000 (3xwood/2xmetal),4019379028603,100062A,10.639,0
Hack saw-blade bi-metal Wilpu 235bi (300x13),4019379372355,100128B,233.099,0
"Junior Hack saw-blade for metal Wilpu 238a (150/6"")",,100129B,11.647,0
Reciprocating saw-blade Wilpu 3001/150 - per 5,4019379149155,100130B,0,0
Reciprocating saw-blade Wilpu 3001/200bi - per 5,4019379149209,100131B,61.189,0
Reciprocating saw-blade Wilpu 3003/230 - per 5,,100132B,26.359,0
Reciprocating saw-blade Wilpu 3007/100 - per 5,4019379141104,100133B,19.259,1
Reciprocating saw-blade Wilpu 3007/150 - per 5,4019379141159,100134B,24.637,1
Reciprocating saw-blade Wilpu 3007/200 - per 5,4019379141203,100135B,30.14,0
Reciprocating saw-blade Wilpu 3013/100bi - per 5,4019379146109,102222B,15.455,0
Reciprocating saw-blade Wilpu 3013/150bi - per 5,4019379146154,100106A,18.898,0
Reciprocating saw-blade Wilpu 3013/200bi - per 5,4019379146208,100108A,22.075,0
Reciprocating saw-blade Wilpu 3013/250bi - per 5,4019379146253,100136B,29.241,7
Reciprocating saw-blade Wilpu 3013/150bi - per 20,4019379204618,100107A,74.108,0
Reciprocating saw-blade Wilpu 3014/100bi - per 5,4019379144105,100138B,15.455,0
Reciprocating saw-blade Wilpu 3014/150bi - per 5,4019379144150,100104A,18.898,0
Reciprocating saw-blade Wilpu 3014/250bi - per 5,4019379144259,100139B,30.544,0
Reciprocating saw-blade Wilpu 3014/150bi - per 20,4019379204410,100105A,74.108,0
Reciprocating saw-blade Wilpu 3014/200bi - per 5,4019379144204,100140B,24.175,0
Reciprocating saw-blade Wilpu 3015/100bi - per 5,4019379142101,102227B,15.455,0
Reciprocating saw-blade Wilpu 3015/150bi - per 5,4019379142156,100102A,18.898,0
Reciprocating saw-blade Wilpu 3015/200bi - per 5,4019379142200,100103A,24.175,0
Reciprocating saw-blade Wilpu 3017/90bi - per 5,4019379144501,100141B,20.816,10
Reciprocating saw-blade Wilpu 3018/150bi - per 5,4019379148158,100109A,20.984,0
Reciprocating saw-blade Wilpu 3018/200bi - per 5,4019379148202,100110A,23.294,0
Reciprocating saw-blade Wilpu 3018/280bi - per 5,4019379148288,100142B,36.998,0
Reciprocating saw-blade Wilpu 3019/225 - per 5,4019379126224,100143B,19.527,0
Reciprocating saw-blade Wilpu 3019/150 - per 5,4019379126156,100096A,14.572,0
Reciprocating saw-blade Wilpu 3019/150 - per 20,4019379201266,100097A,57.099,0
Reciprocating saw-blade Wilpu 3019/150bi - per 5,4019379126651,100144B,24.175,0
Reciprocating saw-blade Wilpu 3020/150 - per 5,4019379121151,100145B,15.159,0
Reciprocating saw-blade Wilpu 3021/150 - per 5,4019379122158,100092A,18.3,0
Reciprocating saw-blade Wilpu 3021/225 - per 5,4019379122226,100094A,20.984,0
Reciprocating saw-blade Wilpu 3021/300 - per 5,4019379122301,100095A,21.487,0
Reciprocating saw-blade Wilpu 3021/150 - per 20,4019379201228,100093A,72.022,0
Reciprocating saw-blade Wilpu 3021/150bi - per 5,4019379122653,100146B,28.948,0
Reciprocating saw-blade Wilpu 3021/225bi - per 5,4019379122721,100147B,35.108,0
Reciprocating saw-blade Wilpu 3021/300bi - per 5,4019379122806,100148B,43.198,0
Reciprocating saw-blade Wilpu 3022/150 - per 5,4019379123155,100149B,17.511,7
Reciprocating saw-blade Wilpu 3025/150 - per 5,4019379124152,100150B,14.334,0
Reciprocating saw-blade Wilpu 3025/300 - per 5,4019379124305,100226B,19.108,0
Reciprocating saw-blade Wilpu 3029/225 - per 5,,100151B,0,0
Reciprocating saw-blade Wilpu 3029/240 - per 5,4019379125241,100098A,22.242,0
Reciprocating saw-blade Wilpu 3029/300 - per 5,,100152B,0,0
Reciprocating saw-blade Wilpu 3030/300 - per 5,4019379127306,100153B,24.427,0
Reciprocating saw-blade Wilpu 3030/225 - per 5,4019379127221,100154B,20.774,0
Reciprocating saw-blade Wilpu 3035/240 - per 5,4019379127740,100155B,27.1,0
Reciprocating saw-blade Wilpu 3040/150HM - per 1,4019379161157,100156B,44.487,3
Reciprocating saw-blade Wilpu 3040/225HM - per 1,4019379161225,100157B,51.947,0
Reciprocating saw-blade Wilpu 3040/300HM - per 1,4019379161300,100158B,66.828,0
Reciprocating saw-blade Wilpu 3041/150HM - per 1,,100159B,29.747,0
Reciprocating saw-blade Wilpu 3041/225HM - per 1,4019379162222,100160B,35.863,0
Reciprocating saw-blade Wilpu 3041/300HM - per 1,4019379162307,100111A,42.107,0
Reciprocating saw-blade Wilpu 3041/400HM - per 1,4019379162406,100161B,65.61,0
Reciprocating saw-blade Wilpu 3041/90,,100162B,21.327,3
Jigsaw blade Wilpu 35 - per 5,4019379065509,100163B,9.002,0
"Planer blade Wilpu 75,5x5,5x1,1mm - per 10",4019379351107,100119A,63.65,36
"Planer blade Wilpu 80,5x5,9x1,2mm - per 10",4019379351206,100120A,65.232,0
"Planer blade Wilpu 82,0x5,5x1,1mm - per 10",4019379351305,100122A,65.232,0
"Planer blade Wilpu 82,0x5,5x1,1mm - per 2",4019379352302,100121A,0,0
Planer blade Wilpu 103x5.5x1.1mm - per 10,4019379351404,100123A,0,0
Jigsaw blade Wilpu 35bi - per 5,4019379065516,100164B,11.394,6
Jigsaw blade Wilpu 36 - per 5,4019379066506,100165B,9.002,7
Jigsaw blade Wilpu 36bi - per 5,4019379066513,100166B,11.394,0
Jigsaw blade Wilpu 37 - per 5,4019379061303,100167B,8.749,4
Jigsaw blade Wilpu 38 - per 5,4019379061600,100168B,8.749,0
Jigsaw blade Wilpu 38GS - per 5,4019379063505,100169B,7.713,39
Jigsaw blade Wilpu 39bi - per 5,4019379067619,100170B,13.369,14
Jigsaw blade Wilpu 44bi,,100172B,22.181,0
Jigsaw blade Wilpu 45bi - per 3,,100173B,23.331,0
Reciprocating saw-blade Wilpu 46C/150 - per 5,4019379138159,100174B,26.345,0
Jigsaw blade Wilpu 59bi - per 3,,100230B,30.72,0
Jigsaw blade Wilpu 60bi - per 5,4019379065219,100175B,11.394,0
Jigsaw blade Wilpu 63 - per 1,,102223B,12.648,13
Reciprocating saw-blade Wilpu 58C/150 - per 5,4019379137152,100176B,31.917,5
Reciprocating saw-blade Wilpu 68C/225 - per 5,,100177B,0,0
Jigsaw blade Wilpu 77bi - per 5,4019379065714,100178B,16.504,0
Reciprocating saw-blade Wilpu 810C/225 - per 5,4019379136223,100179B,30.544,3
Reciprocating saw-blade Wilpu 810C/225 - per 1000,,100180B,574.659,0
Reciprocating saw-blade Wilpu 810C/225 - per 2500,,100181B,545.92,0
Reciprocating saw-blade Wilpu 810C/225 - per 5000,,100182B,517.98,0
Jigsaw blade Wilpu 82 - per 5,4019379061709,100183B,0,0
Jigsaw blade Wilpu D1 - per 3,4019379028801,100063A,19.15,1
Jigsaw blade Wilpu D2 - per 3,4019379028856,100064A,19.15,0
Jigsaw blade Wilpu D2 - per 1,,100185B,0,0
Jigsaw blade Wilpu DT1 - per 1,4019379029006,100090A,96.979,0
Jigsaw blade Wilpu DT2 - per 1,4019379029051,100091A,96.979,0
Jigsaw blade Wilpu HC12 - per 100,4019379991105,100006A,175.372,0
Jigsaw blade Wilpu HC12 - per 2,4019379221103,100003A,0,0
Jigsaw blade Wilpu HC12 - per 25,4019379251100,100005A,44.571,0
Jigsaw blade Wilpu HC12 - per 5,4019379021109,100004A,9.002,0
Jigsaw blade Wilpu HC12bi - per 5,4019379021116,100007A,18.309,0
Jigsaw blade Wilpu HC12D - per 5,4019379021123,100186B,10.135,0
Display 25 sets           HC12,,100222B,0,0
Jigsaw blade Wilpu HC12K - per 5,4019379021130,100008A,10.135,0
Jigsaw blade Wilpu HC12R - per 200,,100187B,0,0
Jigsaw blade Wilpu HC12R - per 5,4019379021147,100009A,10.009,0
Jigsaw blade Wilpu HC13 - per 5,4019379021406,100011A,9.002,0
Jigsaw blade Wilpu HC14 - per 100,4019379991709,100016A,175.372,0
Jigsaw blade Wilpu HC14 - per 2,4019379221707,100013A,0,0
Jigsaw blade Wilpu HC14 - per 25,4019379251704,100015A,44.571,0
Jigsaw blade Wilpu HC14 - per 5,4019379021703,100014A,9.002,0
Jigsaw blade Wilpu HC14D - per 20,4019379251728,100018A,39.923,0
Jigsaw blade Wilpu HC14D - per 5,4019379021727,100017A,10.135,0
Jigsaw blade Wilpu HC19Rbi - per 5,4019379021049,100001A,17.218,0
Jigsaw blade Wilpu HC19Rbi - per 25,4019379251049,100002A,84.998,0
Display 25 sets        HC19Rbi,,100223B,0,0
Jigsaw blade Wilpu HC2 - per 5,,100188B,9.002,1
Jigsaw blade Wilpu HC32 - per 5,4019379021208,100010A,11.941,0
Jigsaw blade Wilpu HC32R - per 5,4019379021246,100189B,13.115,0
Jigsaw blade Wilpu HC33 - per 5,4019379021505,100012A,11.941,0
Jigsaw blade Wilpu HC34 - per 5,4019379021802,100019A,11.941,0
Jigsaw blade Wilpu HC34D - per 5,4019379021826,100020A,14.334,0
Jigsaw blade Wilpu HCGS14D - per 5,4019379022229,100021A,16.462,0
Jigsaw blade Wilpu HG 12 - per 5,,100232B,0,0
Jigsaw blade Wilpu HG13 - per 100,4019379992805,100025A,127.567,0
Jigsaw blade Wilpu HG13 - per 2,4019379222803,100022A,2.821,0
Jigsaw blade Wilpu HG13 - per 25,4019379252800,100024A,32.63,0
Jigsaw blade Wilpu HG13 - per 5,4019379022809,100023A,6.7,0
Jigsaw blade Wilpu HG13G - per 100,4019379992904,100028A,0,0
Jigsaw blade Wilpu HG13G - per 25,4019379252909,100027A,0,0
Jigsaw blade Wilpu HG13G - per 5,4019379022908,100026A,5.99,0
Jigsaw blade Wilpu HG13SP - per 5,4019379022854,100191B,0,0
Jigsaw blade Wilpu HG 3 - per 5,,100192B,5.157,0
Jigsaw blade Wilpu HGS14 - per 100,4019379993604,100032A,120.694,0
Jigsaw blade Wilpu HGS14 - per 2,4019379223602,100029A,0,0
Jigsaw blade Wilpu HGS14 - per 25,4019379253609,100031A,30.209,0
Jigsaw blade Wilpu HGS14 - per 5,4019379023608,100030A,6.371,0
Jigsaw blade Wilpu HGS14bi - per 5,4019379023615,100033A,15.665,0
Display 25 sets          HGS14,,100224B,0,0
Jigsaw blade Wilpu HGS24 - per 2,4019379223701,100034A,0,0
Jigsaw blade Wilpu HGS24 - per 25,4019379253708,100036A,41.981,0
Jigsaw blade Wilpu HGS24 - per 5,4019379023707,100035A,8.55,0
Jigsaw blade Wilpu HGS24DV - per 5,4019379023776,100037A,9.295,0
Jigsaw blade Wilpu HGS34 - per 5,4019379023806,100038A,14.572,0
Jigsaw blade Wilpu HGS4 - per 5,,100193B,7.713,0
Jigsaw blade Wilpu HGS54 - per 5,4019379023905,100039A,22.58,0
Jigsaw blade Wilpu HM100 - per 1,4019379028900,100065A,17.891,0
Jigsaw blade Wilpu HM132 - per 1,4019379028955,100066A,23.377,0
Jigsaw blade Wilpu HW11 - per 5,4019379024001,100194B,5.823,0
Jigsaw blade Wilpu HW12 - per 5,4019379024100,100195B,5.823,0
Jigsaw blade Wilpu HW12K - per 5,4019379024131,100196B,7.586,0
Jigsaw blade Wilpu K14 - per 5,4019379027606,100059A,10.345,0
Jigsaw blade Wilpu K14bi - per 5,4019379027613,100060A,13.369,0
Jigsaw blade Wilpu K24 - per 5,4019379027804,100061A,13.915,0
Jigsaw blade Wilpu K24Bi - per 5,,100197B,0,0
Compressed-air saw-blade L2014 - per 5,4019379200146,100198B,15.665,0
Compressed-air saw-blade L2018 - per 5,4019379200184,100199B,15.665,0
Compressed-air saw-blade L2024 - per 5,,100200B,15.665,0
Compressed-air saw-blade L2032 - per 5,4019379200320,100201B,15.665,26
Compressed-air saw-blade LS2018 - per 5,4019379006175,100202B,17.344,3
Compressed-air saw-blade LS2024 - per 5,5412605791316,100203B,17.344,9
Compressed-air saw-blade LS2032 - per 5,4019379006199,100204B,17.344,0
Jigsaw blade Wilpu MC12bi - per 5,4019379025015,100040A,14.334,0
Jigsaw blade Wilpu MG1014bi - per 5,4019379026210,100052A,16.252,0
Jigsaw blade Wilpu MG107 - per 5,4019379025206,100041A,9.002,0
Jigsaw blade Wilpu MG107bi - per 5,4019379025213,100229B,11.394,0
Jigsaw blade Wilpu MG11 - per 100,4019379995505,100045A,175.372,0
Jigsaw blade Wilpu MG11 - per 2,4019379225507,100042A,0,0
Jigsaw blade Wilpu MG11 - per 25,4019379255504,100044A,44.571,0
Jigsaw blade Wilpu MG11 - per 5,4019379025503,100043A,9.002,0
Jigsaw blade Wilpu MG11bi - per 25,4019379255511,100047A,56.637,0
Jigsaw blade Wilpu MG11bi - per 5,4019379025510,100046A,11.394,0
Display 25 sets           MG11,,100225B,0,0
Jigsaw blade Wilpu MG12 - per 2,4019379026504,100054A,0,0
Jigsaw blade Wilpu MG12 - per 25,4019379256501,100056A,44.571,0
Jigsaw blade Wilpu MG12 - per 5,4019379026500,100055A,9.002,0
Jigsaw blade Wilpu MG12bi - per 5,4019379026517,100057A,11.394,0
Jigsaw blade Wilpu MG14bi - per 5,4019379025817,100051A,11.394,0
Jigsaw blade Wilpu MG1bi - per 5,,100206B,11.516,0
Jigsaw blade Wilpu MG21 - per 5,4019379025602,100048A,10.722,0
Jigsaw blade Wilpu MG31bi - per 5,4019379025718,100049A,17.891,0
Jigsaw blade Wilpu MG32bi - per 5,4019379026715,100058A,17.891,0
Jigsaw blade Wilpu MG51bi - per 5,4019379025756,100050A,24.427,0
Jigsaw blade Wilpu MGL1014bi - per 5,4019379026319,100053A,22.284,0
Jigsaw blade Wilpu MHC13 - per 5,4019379111404,100207B,0,0
Jigsaw blade Wilpu MHC2 - per 5,4019379111008,100208B,8.749,0
Jigsaw blade Wilpu MHG3 - per 5,4019379112708,100209B,6.501,0
Jigsaw blade Wilpu MHG3SP - per 5,,100210B,0,0
Jigsaw blade Wilpu MHGS4 - per 5,,100211B,0,0
Jigsaw blade Wilpu MMG1 - per 5,4019379115501,100212B,9.505,0
Jigsaw blade Wilpu MMG2 - per 5,,100213B,0,0
Jigsaw blade Wilpu PHC12 - per 5,,100214B,0,0
Jigsaw blade Wilpu RMG2Kbi - per 5,,100215B,20.006,0
Reciprocating saw-blade Wilpu 007/150bi - per 5,4019379186150,100115A,35.569,0
Reciprocating saw-blade Wilpu 007/200bi - per 5,4019379186204,100116A,43.815,0
Reciprocating saw-blade Wilpu 007/280bi - per 5,4019379186280,100117A,56.847,0
Jigsaw blade Wilpu ST006 - per 2,4019379036066,100088A,0,0
Presentation display inclusive 10x6 cards de 5,5412605790241,100216B,0,0
Jigsaw blade Wilpu ST007BI - per 2,4019379037070,100089A,13.286,0
Jigsaw blade Wilpu UD3 - per 3,4019379048809,100087A,0,0
Jigsaw blade Wilpu UHC12 - per 5,4019379041107,100068A,9.002,-1
Jigsaw blade Wilpu UHC12K - per 2,4019379241132,100069A,0,0
Jigsaw blade Wilpu UHC12K - per 5,4019379041138,100070A,9.983,0
Jigsaw blade Wilpu UHC12R - per 5,4019379041145,100071A,10.009,0
Jigsaw blade Wilpu UHC14 - per 5,4019379041701,100072A,9.002,-1
Jigsaw blade Wilpu UHC12 - per 2,4019379241101,100067A,0,0
Jigsaw blade Wilpu UHC2 - per 5,,100217B,0,0
Jigsaw blade Wilpu UHC3 - per 5,,100218B,0,0
Jigsaw blade Wilpu UHC34 - per 5,4019379041800,100219B,0,0
Jigsaw blade Wilpu UHC4 - per 5,,100220B,0,0
Jigsaw blade Wilpu UHG12 - per 5,4019379042500,100073A,0,0
Jigsaw blade Wilpu UHG13 - per 2,4019379242801,100074A,0,0
Jigsaw blade Wilpu UHG13 - per 5,4019379042807,100075A,5.99,0
Jigsaw blade Wilpu UHG14 - per 5,4019379043101,100076A,5.99,0
Jigsaw blade Wilpu UHGS14 - per 2,4019379243600,100077A,0,0
Jigsaw blade Wilpu UHGS14 - per 5,4019379043606,100078A,7.083,0
Jigsaw blade Wilpu UHGS34 - per 5,4019379043804,100221B,14.572,0
Jigsaw blade Wilpu UK14bi - per 5,4019379047611,100086A,13.356,0
Jigsaw blade Wilpu UMG11 - per 2,4019379245505,100079A,0,0
Jigsaw blade Wilpu UMG11 - per 5,4019379045501,100080A,9.002,0
Jigsaw blade Wilpu UMG11bi - per 5,4019379045518,100081A,11.394,0
Jigsaw blade Wilpu UMG12 - per 2,4019379246502,100083A,0,0
Jigsaw blade Wilpu UMG12 - per 5,4019379046508,100084A,9.002,0
Jigsaw blade Wilpu UMG12bi - per 5,4019379046515,100085A,11.394,0
Jigsaw blade Wilpu UMG31bi - per 5,4019379045716,100082A,17.891,0
Cutting compound for stainless steel 1 tube 60 ml,4019379005000,100112A,0,0
Cupwheel 80x40x13 EKW80  Form D,5412605805594,150225A,11.93,0
Sawsharper 100x4x25 EKR 80 C,5412605804382,150104A,17.45,0
Sawsharper 100x4x25 EKR 80 F,5412605804627,150128A,17.428,0
Sawsharper 100x6x25 EKR 80 C,5412605804399,150105A,18.615,16
Sawsharper 100x6x25 EKR 80 F,5412605804634,150129A,18.615,17
Grinding wheel 100x15x20 NK46,5412605800025,150348B,7.58,0
Grinding wheel 100x16x25 NK36,5412605800056,150001A,8.415,24
Grinding wheel 100x16x25 NK80,5412605800063,150036A,8.4,11
Grinding wheel 100x16x25 SC80,5412605800070,150078A,11.638,13
Grinding wheel 100x20x25 EK80,5412605800100,150063A,15.55,15
Grinding wheel 100x20x25 NK36,5412605800117,150002A,9.597,0
Grinding wheel 100x20x25 NK80,5412605800124,150037A,9.597,25
Grinding wheel 100x20x25 SC80,5412605800131,150079A,11.9,16
Grinding wheel 100x20x32 SC80,5412605800162,150080A,11.884,30
Cupwheel 100x32x25/60x15 EKW80 Form G,5412605805426,150208A,12.295,0
Cupwheel 100x32x25/60x15 NK80 Form G,5412605805068,150172A,13.318,0
Cupwheel 100x40x20 EKW80 Form E,5412605805396,150205A,18.38,0
Cupwheel 100x40x20 NK80 Form E,5412605805037,150169A,19.772,0
Cupwheel 100x40x20 SC80 Form E,5412605805648,150230A,32.52,0
Cupwheel 100x40x25/60x20 EKW46 Form G,5412605805440,150210A,12.295,0
Cupwheel 100x40x25/60x20 EKW80 Form G,5412605805433,150209A,15.6,11
Cupwheel 100x40x25/60x20 NK80 Form G,5412605805075,150173A,15.125,0
Cupwheel 100x50x20 EKW80 Form D,5412605805600,150226A,18.862,0
Oilstone 100x50x20 EK180/320,5412605805907,150256A,8.103,0
Cupwheel 100x50x20 NK80 Form D,5412605805358,150201A,22.507,32
Cupwheel 100x50x20 SC80 Form D,5412605805778,150243A,23.46,0
Oilstone 100x50x25 SC80/240,5412605805969,150262A,9.9,0
Mounted wheel 10x10x3 W175,5412605806508,150359B,2.312,200
Mounted wheel 10x10x6 W175,5412605804252,150283A,2.3,191
Mounted wheel 10x13x3 W176,5412605806515,150360B,2.312,280
Mounted wheel 10x13x6 W176,5412605800193,150284A,2.3,133
Mounted wheel 10x20x6 W177,5412605800209,150285A,2.4,0
Mounted wheel 10x32x6 W179,5412605800216,150286A,2.277,0
Grinding wheel 110x16x15 NK36,5412605805808,150246A,9.176,0
Grinding wheel 110x16x15 NK80,5412605805815,150247A,9.176,0
Grinding wheel 115x20x32 EK80,5412605800261,150370B,10.198,0
Grinding wheel 122x25x50 NK60,5412605800438,150387B,13.5,2
Grinding wheel 125x3x22  NK80,5412605800452,150389B,11.311,16
Sawsharper 125x4x25 EKR 80 C,5412605804405,150106A,26.396,23
Sawsharper 125x4x25 EKR 80 F,5412605804641,150130A,25.14,0
Sawsharper 125x4x25 SC80 C,5412605804863,150152A,24.818,5
Sawsharper 125x4x25 SC80 F,5412605804948,150160A,24.818,9
Sawsharper 125x6x25 EKR 80 C,5412605804412,150107A,26.816,29
Sawsharper 125x6x25 EKR 80 F,5412605804658,150131A,26.816,26
Sawsharper 125x6x25 SC80 C,5412605804870,150153A,25.45,7
Sawsharper 125x6x25 SC80 F,5412605804955,150161A,25.45,7
Sawsharper 125x6x25 EKW 80 C,5412605804597,150125A,21.348,48
Sawsharper 125x6x25 EKW 80 F,5412605804832,150149A,21.348,44
Sawsharper 125x8x25 EKR 80 C,5412605804429,150108A,27.139,36
Sawsharper 125x8x25 EKR 80 F,5412605804665,150132A,27.134,48
Sawsharper 125x8x25 SC80 C,5412605804887,150154A,25.869,9
Sawsharper 125x8x25 SC80 F,5412605804962,150162A,25.869,8
Grinding wheel 125x16x25 NK36,5412605800490,150003A,9.014,0
Grinding wheel 125x16x25 NK80,5412605800513,150038A,9.014,0
Grinding wheel 125x16x25 SC80,5412605804191,150081A,16.6,25
Grinding wheel 125x16x45 NK46,5412605800537,150396B,10.659,2
Grinding wheel 125x20x25 NK36,5412605800612,150004A,10.717,0
Grinding wheel 125x20x25 NK80,5412605800629,150039A,10.717,0
Grinding wheel 125x20x25 SC80,5412605800643,150082A,16.126,0
Grinding wheel 125x20x32 EK80,5412605800667,150064A,18.5,48
Grinding wheel 125x20x32 NK36,5412605800674,150407B,11.4,44
Grinding wheel 125x20x32 NK80,5412605800681,150408B,11.4,27
Grinding wheel 125x20x32 SC80,5412605800704,150083A,17.2,30
Grinding wheel 125x25x32 SC80,5412605800827,150084A,19.933,0
Grinding wheel 125x25x50 NK80,5412605800841,150422B,13.687,2
Cupwheel 125x32x25/75x15 NK 46 Form G,5412605805082,150174A,16.668,1
Cupwheel 125x32x25/75x15 NK80 Form G,5412605805099,150175A,15.85,0
Cupwheel 125x32x25/75x15 EKW80 Form G,5412605805457,150211A,21.687,0
Cupwheel 125x40x25/75x20 EKW80 Form G,5412605805464,150212A,21.687,0
Cupwheel 125x40x25/75x20 NK46 Form G,5412605805105,150176A,28.241,0
Cupwheel 125x40x25/75x20 NK80 Form G,5412605805112,150177A,28.241,0
Cupwheel 125x40x32 EKW80 Form E,5412605805402,150206A,21.847,0
Cupwheel 125x40x32 NK80 Form E,5412605805044,150170A,19.025,0
Cupwheel 125x40x32 SC80 Form E,5412605805655,150231A,27.648,0
Oilstone 125x50x20 EK180/320,5412605805914,150257A,12.956,0
Cupwheel 125x50x32 EKW46 Form D,5412605807000,150807B,45.965,0
Cupwheel 125x63x32 EKW80 Form D,5412605805617,150227A,27.084,0
Cupwheel 125x63x32 NK80 Form D,5412605805365,150202A,47.475,0
Cupwheel 125x63x32 SC80 Form D,5412605805785,150244A,32.97,0
Mounted wheel 13x13x6 W185,5412605800858,150287A,2.525,23
Mounted wheel 13x20x6 W186,5412605800865,150288A,2.4,160
Mounted wheel 13x25x6 W187,5412605800872,150289A,2.65,174
Mounted wheel 13x40x6 W188,5412605800889,150290A,2.944,0
Mounted wheel 13x50x6 W189,5412605800896,150291A,3.893,241
Sawsharper 150x3x25 EKR 80 C,5412605804436,150109A,32.077,0
Sawsharper 150x3x25 EKR 80 F,5412605804672,150133A,30.549,0
